IndustryCode,Origin,Dest,tau_nodist,TEC,Desc
BS311900,ON,NS,1,0.00%, Bakeries and Tortilla Manufacturing
BS312110,ON,NS,1,0.00%, Soft Drink and Ice Manufacturing
BS312120,ON,NS,1,0.00%, Breweries
BS3121A0,ON,NS,1,0.00%, Wineries and Distilleries
BS312200,ON,NS,1.128266033,12.83%, Tobacco Manufacturing
BS31A000,ON,NS,1,0.00%, Textile and Textile Product Mills
BS31B000,ON,NS,1,0.00%, Clothing and Leather and Allied Product Manufacturing
BS321100,ON,NS,1,0.00%, Sawmills and Wood Preservation
BS321200,ON,NS,1,0.00%," Veneer, Plywood and Engineered Wood Product Manufacturing"
BS321900,ON,NS,1,0.00%, Other Wood Product Manufacturing
BS322100,ON,NS,1,0.00%," Pulp, Paper and Paperboard Mills"
BS322200,ON,NS,1,0.00%, Converted Paper Product Manufacturing
BS323000,ON,NS,1,0.00%, Printing and Related Support Activities
BS324110,ON,NS,1,0.00%, Petroleum Refineries
BS3241A0,ON,NS,1,0.00%, Petroleum Refineries
BS325100,ON,NS,1,0.00%, Basic Chemical Manufacturing
BS325200,ON,NS,1.179959736,18.00%," Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing"
BS325300,ON,NS,1,0.00%," Pesticides, Fertilizer and Other Agricultural Chemical Manufacturing"
BS325400,ON,NS,1,0.00%, Pharmaceutical and Medicine Manufacturing
BS325500,ON,NS,1,0.00%, Pharmaceutical and Medicine Manufacturing
BS325600,ON,NS,1,0.00%," Soap, Cleaning Compound and Toilet Preparation Manufacturing"
BS325900,ON,NS,1,0.00%, Other Chemical Product Manufacturing
BS326100,ON,NS,1,0.00%, Plastic Product Manufacturing
BS326200,ON,NS,1,0.00%, Rubber Product Manufacturing
BS327A00,ON,NS,1,0.00%, Non-Metallic Mineral Product Manufacturing (except Cement and Concrete Products)
BS327300,ON,NS,1.071393537,7.14%, Rubber Product Manufacturing
BS331100,ON,NS,1,0.00%, Primary Metal Manufacturing
BS331200,ON,NS,1.099569035,9.96%, Iron and Steel Mills and Ferro-Alloy Manufacturing
BS331300,ON,NS,1.005172904,0.52%, Steel Product Manufacturing from Purchased Steel
BS331400,ON,NS,1,0.00%, Alumina and Aluminum Production and Processing
BS331500,ON,NS,1.184774745,18.48%, Non-Ferrous Metal (except Aluminum) Production and Processing
BS332100,ON,NS,1,0.00%, Fabricated Metal Product Manufacturing
BS332A00,ON,NS,1,0.00%," Coating, Engraving, Heat Treating and Allied Activities"
BS332300,ON,NS,1,0.00%, Forging and Stamping
BS332400,ON,NS,1,0.00%, Architectural and Structural Metals Manufacturing
BS332500,ON,NS,1,0.00%, Hardware Manufacturing
BS332600,ON,NS,1,0.00%, Spring and Wire Product Manufacturing
BS332700,ON,NS,1,0.00%," Machine shops, turned product, and screw, nut and bolt manufacturing"
BS332800,ON,NS,1,0.00%," Coating, Engraving, Heat Treating and Allied Activities"
BS333100,ON,NS,1,0.00%," Agricultural, construction and mining machinery manufacturing"
BS333200,ON,NS,1,0.00%, Industrial Machinery Manufacturing
BS333300,ON,NS,1,0.00%, Industrial Machinery Manufacturing
BS333400,ON,NS,1,0.00%, Commercial and Service Industry Machinery Manufacturing
BS333500,ON,NS,1.171728625,17.17%," Ventilation, Heating, Air-Conditioning and Commercial Refrigeration Equipment Manufacturing"
BS333600,ON,NS,1,0.00%, Metalworking Machinery Manufacturing
BS333900,ON,NS,1,0.00%," Engine, Turbine and Power Transmission Equipment Manufacturing"
BS334100,ON,NS,1.220117949,22.01%, Computer and Peripheral Equipment Manufacturing
BS334200,ON,NS,1.046140678,4.61%, Communications Equipment Manufacturing
BS334A00,ON,NS,1.284420159,28.44%, Semiconductor and Other Electronic Component Manufacturing
BS334400,ON,NS,1.261783161,26.18%, Semiconductor and Other Electronic Component Manufacturing
BS335100,ON,NS,1,0.00%, Semiconductor and Other Electronic Component Manufacturing
BS335200,ON,NS,1,0.00%, Electric Lighting Equipment Manufacturing
BS335300,ON,NS,1,0.00%, Electrical Equipment Manufacturing
BS335900,ON,NS,1,0.00%, Household Appliance Manufacturing
BS336110,ON,NS,1.122464431,12.25%, Automobile and Light-Duty Motor Vehicle Manufacturing
BS336120,ON,NS,1.139900291,13.99%, Heavy-Duty Truck Manufacturing
BS336200,ON,NS,1,0.00%, Motor Vehicle Body and Trailer Manufacturing
BS336310,ON,NS,1.164965235,16.50%, Motor Vehicle Parts Manufacturing
BS336320,ON,NS,1.278752868,27.88%, Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
BS336330,ON,NS,1.43454093,43.45%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336340,ON,NS,1.410725304,41.07%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336350,ON,NS,1.133302691,13.33%, Motor Vehicle Brake System Manufacturing
BS336360,ON,NS,1.221538373,22.15%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336370,ON,NS,1,0.00%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336390,ON,NS,1,0.00%, Motor vehicle metal stamping
BS336400,ON,NS,1,0.00%, Aerospace Product and Parts Manufacturing
BS336500,ON,NS,1.055688547,5.57%, Railroad Rolling Stock Manufacturing
BS336600,ON,NS,1,0.00%, Ship and Boat Building
BS336900,ON,NS,1.043568858,4.36%, Other Transportation Equipment Manufacturing
BS337100,ON,NS,1.015997968,1.60%, Furniture and Related Product Manufacturing
BS337200,ON,NS,1,0.00%, Household and Institutional Furniture and Kitchen Cabinet Manufacturing
BS337900,ON,NS,1,0.00%, Office Furniture (including Fixtures) Manufacturing
BS339100,ON,NS,1,0.00%, Miscelleneous Manufacturing
BS339900,ON,NS,1,0.00%, Medical Equipment and Supplies Manufacturing
BS411000,ON,NS,1,0.00%, Farm Product Wholesaler-Distributors
BS412000,ON,NS,1,0.00%, Farm Product Wholesaler-Distributors
BS413000,ON,NS,1,0.00%, Petroleum Product Wholesaler-Distributors
BS414000,ON,NS,1,0.00%, Personal and Household Goods Wholesaler-Distributors
BS415000,ON,NS,1,0.00%, Personal and Household Goods Wholesaler-Distributors
BS416000,ON,NS,1,0.00%, Motor Vehicle and Parts Wholesaler-Distributors
BS417000,ON,NS,1,0.00%," Machinery, Equipment and Supplies Wholesaler-Distributors"
BS418000,ON,NS,1,0.00%, Miscellaneous Wholesaler-Distributors
BS419000,ON,NS,1,0.00%," Wholesale electronic markets, and agents and brokers"
BS441000,ON,NS,1.750166881,75.02%," Wholesale electronic markets, and agents and brokers"
BS442000,ON,NS,1.896732949,89.67%," Wholesale electronic markets, and agents and brokers"
BS443000,ON,NS,1.559610472,55.96%, Electronics and Appliance Stores
BS444000,ON,NS,2.0904123,109.04%, Electronics and Appliance Stores
BS445000,ON,NS,1.919832258,91.98%, Building material and garden equipment and supplies dealers
BS446000,ON,NS,2.017791574,101.78%, Health and Personal Care Stores
BS447000,ON,NS,1.563658968,56.37%, Health and Personal Care Stores
BS448000,ON,NS,1.393045684,39.30%, Gasoline Stations
BS451000,ON,NS,1.683246699,68.32%," Sporting goods, hobby, book and music stores"
BS452000,ON,NS,1.644158474,64.42%, General Merchandise Stores
BS453A00,ON,NS,2.015328623,101.53%, Miscellaneous store retailers
BS454000,ON,NS,1.769217105,76.92%, Miscellaneous store retailers
BS481000,ON,NS,1.075822763,7.58%, Non-Store Retailers
BS482000,ON,NS,1.19846742,19.85%, Rail Transportation
BS483000,ON,NS,1,0.00%, Water Transportation
BS484000,ON,NS,1,0.00%, Truck Transportation
BS485100,ON,NS,1.138598227,13.86%, Truck Transportation
BS48A000,ON,NS,1.400611609,40.06%, Urban Transit Systems
BS485300,ON,NS,1,0.00%, Urban Transit Systems
BS486A00,ON,NS,1.127483724,12.75%, Urban Transit Systems
BS486200,ON,NS,1.801468431,80.15%, Urban Transit Systems
BS488000,ON,NS,1.06687479,6.69%, Urban Transit Systems
BS491000,ON,NS,1,0.00%, Pipeline Transportation of Natural Gas
BS492000,ON,NS,1.064179159,6.42%, Couriers and Messengers
BS493000,ON,NS,1,0.00%, Warehousing and Storage
BS511110,ON,NS,1,0.00%, Information and Cultural Industries
BS5111A0,ON,NS,1,0.00%, Information and Cultural Industries
BS511200,ON,NS,1,0.00%, Information and Cultural Industries
BS5121A0,ON,NS,1.127171175,12.72%, Motion Picture and Sound Recording Industries
BS512130,ON,NS,1.263828618,26.38%, Motion Picture and Sound Recording Industries
BS512200,ON,NS,1,0.00%, Motion Picture and Video Exhibition
BS515100,ON,NS,1.421023719,42.10%, Radio and Television Broadcasting
BS515200,ON,NS,1.108906199,10.89%, Software Publishers
BS517000,ON,NS,1.890625233,89.06%, Pay and Specialty Television
BS518000,ON,NS,1.04090274,4.09%," Data Processing, Hosting, and Related Services"
BS519000,ON,NS,1.150883788,15.09%," Data Processing, Hosting, and Related Services"
BS521000,ON,NS,1,0.00%," Data Processing, Hosting, and Related Services"
BS5221A0,ON,NS,1.540055199,54.01%," Data Processing, Hosting, and Related Services"
BS522130,ON,NS,1.797967041,79.80%," Data Processing, Hosting, and Related Services"
BS522200,ON,NS,1.255789865,25.58%, Local Credit Unions
BS522300,ON,NS,1,0.00%, Local Credit Unions
BS52A000,ON,NS,1,0.00%, Insurance Carriers
BS524100,ON,NS,1.14163348,14.16%, Insurance Carriers
BS524200,ON,NS,1,0.00%, Insurance Carriers
BS531100,ON,NS,1.416864214,41.69%, Lessors of Real Estate
BS531A00,ON,NS,1,0.00%," Agencies, Brokerages and Other Insurance Related Activities"
BS5311A0,ON,NS,1,0.00%," Agencies, Brokerages and Other Insurance Related Activities"
BS532100,ON,NS,1.122896046,12.29%, Owner-Occupied Dwellings
BS532A00,ON,NS,1.09449755,9.45%, Owner-Occupied Dwellings
BS533000,ON,NS,1.157815968,15.78%, Owner-Occupied Dwellings
BS541100,ON,NS,1.011257816,1.13%," Professional, Scientific and Technical Services"
BS541200,ON,NS,1.015674138,1.57%," Accounting, Tax Preparation, Bookkeeping and Payroll Services"
BS541300,ON,NS,1.232298398,23.23%," Architectural, Engineering and Related Services"
BS541400,ON,NS,1.094461653,9.45%," Architectural, Engineering and Related Services"
BS541500,ON,NS,1.100690837,10.07%, Specialized Design Services
BS541600,ON,NS,1.056049322,5.60%, Specialized Design Services
BS541700,ON,NS,1.108539076,10.85%," Management, Scientific and Technical Consulting Services"
BS541800,ON,NS,1,0.00%," Advertising, Public Relations and Related Services"
BS541900,ON,NS,1,0.00%," Advertising, Public Relations, and Related Services"
BS551113,ON,NS,1,0.00%," Advertising, Public Relations, and Related Services"
BS561100,ON,NS,1.111411911,11.14%, Office administrative Services
BS561A00,ON,NS,1.339130655,33.91%, Services to Buildings and Dwellings
BS561300,ON,NS,1.00837343,0.84%, Office administrative Services
BS561400,ON,NS,1.701009088,70.10%, Business Support Services
BS561500,ON,NS,1,0.00%, Business Support Services
BS561600,ON,NS,1.107222043,10.72%, Travel Arrangement and Reservation Services
BS561700,ON,NS,1,0.00%, Investigation and Security Services
BS562000,ON,NS,1.237075425,23.71%, Waste Management and Remediation Services
BS610000,ON,NS,1,0.00%, Educational Services
BS621100,ON,NS,1,0.00%, Offices of Physicians
BS621200,ON,NS,1.277476143,27.75%, Offices of Dentists
BS621A00,ON,NS,1.753677923,75.37%, Offices of Dentists
BS623000,ON,NS,2.836152769,183.62%, Miscellaneous Ambulatory Health Care Services
BS624000,ON,NS,1,0.00%, Nursing and Residential Care Facilities
BS71A000,ON,NS,1.132463861,13.25%, Gambling Industries
BS713A00,ON,NS,1.303648507,30.36%," Arts, Entertainment and Recreation"
BS713200,ON,NS,1.416993319,41.70%," Arts, Entertainment and Recreation"
BS721100,ON,NS,1.151645301,15.16%, Traveller Accommodation
BS721A00,ON,NS,1.191906692,19.19%, Traveller Accommodation
BS722000,ON,NS,1.501994951,50.20%," RV (Recreational Vehicle) Parks, Recreational Camps, and Rooming and Boarding Houses"
BS811100,ON,NS,1.946066767,94.61%, Repair and maintenance
BS811A00,ON,NS,1.501821543,50.18%, Automotive Repair and Maintenance
BS812A00,ON,NS,1.510720045,51.07%, Repair and Maintenance (except Automotive)
BS812200,ON,NS,3.220418775,222.04%, Repair and Maintenance (except Automotive)
BS812300,ON,NS,1.188844368,18.88%, Repair and Maintenance (except Automotive)
BS813000,ON,NS,1.531151894,53.12%, Dry Cleaning and Laundry Services
BS814000,ON,NS,1,0.00%, Professional and Similar Organizations
NP610000,ON,NS,2.268661261,126.87%, Non-Profit Education Services
NP621000,ON,NS,2.845851748,184.59%, Educational Services
NP624000,ON,NS,2.807945654,180.79%, Social Assistance
NP710000,ON,NS,1.663904817,66.39%," Arts, Entertainment and Recreation"
NP813100,ON,NS,1.793049662,79.30%, Religious Organizations
NP813A00,ON,NS,2.255063645,125.51%, Religious Organizations
NP999999,ON,NS,1.853007981,85.30%, Religious Organizations
GS611100,ON,NS,3.823286057,282.33%, Government Education Services
GS611200,ON,NS,1.233561747,23.36%, Elementary and Secondary Schools
GS611300,ON,NS,1.319293563,31.93%, Community Colleges and C.E.G.E.P.s
GS611A00,ON,NS,1,0.00%, Community Colleges and C.E.G.E.P.s
GS622000,ON,NS,1.962072583,96.21%, Hospitals
GS623000,ON,NS,3.62960298,262.96%, Nursing and Residential Care Facilities
GS911100,ON,NS,5.723082694,472.31%, Defence Services
GS911A00,ON,NS,1.952805235,95.28%, Other federal government services (except defence)
GS912000,ON,NS,2.045665904,104.57%, Other Provincial and Territorial Government Services
GS913000,ON,NS,1.86019735,86.02%, Other Municipal Government Services
GS914000,ON,NS,4.867359727,386.74%, Other Aboriginal Government Services
BS111A00,QC,NS,1,0.00%,#N/A
BS1114A0,QC,NS,1.212320364,21.23%,#N/A
BS112A00,QC,NS,1,0.00%, Animal Production
BS112500,QC,NS,1.00812853,0.81%, Animal Production
BS113000,QC,NS,1.227513048,22.75%, Forestry and Logging
BS114000,QC,NS,1.510388728,51.04%," Fishing, Hunting and Trapping"
BS115A00,QC,NS,2.472945347,147.29%, Support Activities for Forestry
BS115300,QC,NS,2.972034041,197.20%, Support Activities for Forestry
BS211110,QC,NS,1,0.00%, Oil and Gas Extraction
BS211140,QC,NS,1.03966073,3.97%, Non-Conventional Oil Extraction
BS212100,QC,NS,1.187705165,18.77%, Coal Mining
BS212210,QC,NS,1.160834033,16.08%, Iron Ore Mining
BS212220,QC,NS,1.042983868,4.30%, Iron Ore Mining
BS212230,QC,NS,1.062687977,6.27%, Gold and Silver Ore Mining
BS212290,QC,NS,1.124826687,12.48%," Copper, Nickel, Lead and Zinc Ore Mining"
BS212310,QC,NS,1.156629906,15.66%, Stone Mining and Quarrying
BS212320,QC,NS,1.23180247,23.18%," Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying"
BS212392,QC,NS,1.22936669,22.94%, Diamond Mining
BS21239A,QC,NS,1,0.00%, Other Non-Metallic Mineral Mining and Quarrying (except diamond and potash)
BS212396,QC,NS,1.069778566,6.98%, Diamond Mining
BS21311A,QC,NS,1,0.00%, Support Activities for Oil and Gas Extraction
BS21311B,QC,NS,1.109398622,10.94%, Support Activities for Oil and Gas Extraction
BS221100,QC,NS,1.887566143,88.76%," Electric Power Generation, Transmission and Distribution"
BS221200,QC,NS,2.639508578,163.95%," Electric Power Generation, Transmission and Distribution"
BS221300,QC,NS,1,0.00%, Natural Gas Distribution
BS23A000,QC,NS,1,0.00%, Residential Building Construction
BS23B000,QC,NS,1,0.00%, Non-Residential Building Construction
BS23C100,QC,NS,1,0.00%, Transportation Engineering Construction
BS23C200,QC,NS,1,0.00%, Oil and Gas Engineering Construction
BS23C300,QC,NS,1,0.00%, Electric Power Engineering Construction
BS23C400,QC,NS,1,0.00%, Communication Engineering Construction
BS23C500,QC,NS,1,0.00%, Other Engineering Construction
BS23D000,QC,NS,1,0.00%, Repair Construction
BS23E000,QC,NS,1.41696735,41.70%, Other Activities of the Construction Industry
BS311100,QC,NS,1.267522659,26.75%, Animal Food Manufacturing
BS311200,QC,NS,1,0.00%, Animal Food Manufacturing
BS311300,QC,NS,1.17766568,17.77%, Sugar and Confectionery Product Manufacturing
BS311400,QC,NS,1.205698683,20.57%, Fruit and Vegetable Preserving and Specialty Food Manufacturing
BS311500,QC,NS,1,0.00%, Dairy Product Manufacturing
BS311600,QC,NS,1,0.00%, Meat Product Manufacturing
BS311700,QC,NS,1,0.00%, Grain and Oilseed Milling
BS311800,QC,NS,1.096430218,9.64%, Grain and Oilseed Milling
BS311900,QC,NS,1,0.00%, Bakeries and Tortilla Manufacturing
BS312110,QC,NS,1,0.00%, Soft Drink and Ice Manufacturing
BS312120,QC,NS,1,0.00%, Breweries
BS3121A0,QC,NS,1.586186644,58.62%, Wineries and Distilleries
BS312200,QC,NS,1.190982807,19.10%, Tobacco Manufacturing
BS31A000,QC,NS,1,0.00%, Textile and Textile Product Mills
BS31B000,QC,NS,1.124610267,12.46%, Clothing and Leather and Allied Product Manufacturing
BS321100,QC,NS,1,0.00%, Sawmills and Wood Preservation
BS321200,QC,NS,1,0.00%," Veneer, Plywood and Engineered Wood Product Manufacturing"
BS321900,QC,NS,1,0.00%, Other Wood Product Manufacturing
BS322100,QC,NS,1,0.00%," Pulp, Paper and Paperboard Mills"
BS322200,QC,NS,1,0.00%, Converted Paper Product Manufacturing
BS323000,QC,NS,1.075692729,7.57%, Printing and Related Support Activities
BS324110,QC,NS,1,0.00%, Petroleum Refineries
BS3241A0,QC,NS,1,0.00%, Petroleum Refineries
BS325100,QC,NS,1,0.00%, Basic Chemical Manufacturing
BS325200,QC,NS,1.268595261,26.86%," Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing"
BS325300,QC,NS,1.02691191,2.69%," Pesticides, Fertilizer and Other Agricultural Chemical Manufacturing"
BS325400,QC,NS,1.184583114,18.46%, Pharmaceutical and Medicine Manufacturing
BS325500,QC,NS,1.090067329,9.01%, Pharmaceutical and Medicine Manufacturing
BS325600,QC,NS,1.012961513,1.30%," Soap, Cleaning Compound and Toilet Preparation Manufacturing"
BS325900,QC,NS,1,0.00%, Other Chemical Product Manufacturing
BS326100,QC,NS,1,0.00%, Plastic Product Manufacturing
BS326200,QC,NS,1,0.00%, Rubber Product Manufacturing
BS327A00,QC,NS,1,0.00%, Non-Metallic Mineral Product Manufacturing (except Cement and Concrete Products)
BS327300,QC,NS,1.225777986,22.58%, Rubber Product Manufacturing
BS331100,QC,NS,1.064251846,6.43%, Primary Metal Manufacturing
BS331200,QC,NS,1.064655377,6.47%, Iron and Steel Mills and Ferro-Alloy Manufacturing
BS331300,QC,NS,1.068412872,6.84%, Steel Product Manufacturing from Purchased Steel
BS331400,QC,NS,1.103268034,10.33%, Alumina and Aluminum Production and Processing
BS331500,QC,NS,1.033382962,3.34%, Non-Ferrous Metal (except Aluminum) Production and Processing
BS332100,QC,NS,1.092608088,9.26%, Fabricated Metal Product Manufacturing
BS332A00,QC,NS,1.178907219,17.89%," Coating, Engraving, Heat Treating and Allied Activities"
BS332300,QC,NS,1.110603887,11.06%, Forging and Stamping
BS332400,QC,NS,1,0.00%, Architectural and Structural Metals Manufacturing
BS332500,QC,NS,1,0.00%, Hardware Manufacturing
BS332600,QC,NS,1.140795542,14.08%, Spring and Wire Product Manufacturing
BS332700,QC,NS,1.697744953,69.77%," Machine shops, turned product, and screw, nut and bolt manufacturing"
BS332800,QC,NS,1.007415012,0.74%," Coating, Engraving, Heat Treating and Allied Activities"
BS333100,QC,NS,1.076396988,7.64%," Agricultural, construction and mining machinery manufacturing"
BS333200,QC,NS,1.049271383,4.93%, Industrial Machinery Manufacturing
BS333300,QC,NS,1.121208785,12.12%, Industrial Machinery Manufacturing
BS333400,QC,NS,1,0.00%, Commercial and Service Industry Machinery Manufacturing
BS333500,QC,NS,1.650116002,65.01%," Ventilation, Heating, Air-Conditioning and Commercial Refrigeration Equipment Manufacturing"
BS333600,QC,NS,1.120606694,12.06%, Metalworking Machinery Manufacturing
BS333900,QC,NS,1.262478466,26.25%," Engine, Turbine and Power Transmission Equipment Manufacturing"
BS334100,QC,NS,1.362286271,36.23%, Computer and Peripheral Equipment Manufacturing
BS334200,QC,NS,1.595489306,59.55%, Communications Equipment Manufacturing
BS334A00,QC,NS,1.189271165,18.93%, Semiconductor and Other Electronic Component Manufacturing
BS334400,QC,NS,1.589075937,58.91%, Semiconductor and Other Electronic Component Manufacturing
BS335100,QC,NS,1,0.00%, Semiconductor and Other Electronic Component Manufacturing
BS335200,QC,NS,1,0.00%, Electric Lighting Equipment Manufacturing
BS335300,QC,NS,1,0.00%, Electrical Equipment Manufacturing
BS335900,QC,NS,1,0.00%, Household Appliance Manufacturing
BS336110,QC,NS,1.187588,18.76%, Automobile and Light-Duty Motor Vehicle Manufacturing
BS336120,QC,NS,1.228331774,22.83%, Heavy-Duty Truck Manufacturing
BS336200,QC,NS,1.139271749,13.93%, Motor Vehicle Body and Trailer Manufacturing
BS336310,QC,NS,1.379910605,37.99%, Motor Vehicle Parts Manufacturing
BS336320,QC,NS,1.248386427,24.84%, Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
BS336330,QC,NS,1.329785882,32.98%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336340,QC,NS,1.334531089,33.45%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336350,QC,NS,1.132721107,13.27%, Motor Vehicle Brake System Manufacturing
BS336360,QC,NS,1.150925807,15.09%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336370,QC,NS,1.094258743,9.43%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336390,QC,NS,1,0.00%, Motor vehicle metal stamping
BS336400,QC,NS,1,0.00%, Aerospace Product and Parts Manufacturing
BS336500,QC,NS,1.047466299,4.75%, Railroad Rolling Stock Manufacturing
BS336600,QC,NS,1.025077492,2.51%, Ship and Boat Building
BS336900,QC,NS,1.045233509,4.52%, Other Transportation Equipment Manufacturing
BS337100,QC,NS,1.134294019,13.43%, Furniture and Related Product Manufacturing
BS337200,QC,NS,1.197936114,19.79%, Household and Institutional Furniture and Kitchen Cabinet Manufacturing
BS337900,QC,NS,1.0886838,8.87%, Office Furniture (including Fixtures) Manufacturing
BS339100,QC,NS,1.077619442,7.76%, Miscelleneous Manufacturing
BS339900,QC,NS,1.318539935,31.85%, Medical Equipment and Supplies Manufacturing
BS411000,QC,NS,1.083486294,8.35%, Farm Product Wholesaler-Distributors
BS412000,QC,NS,1.162195055,16.22%, Farm Product Wholesaler-Distributors
BS413000,QC,NS,1.120822877,12.08%, Petroleum Product Wholesaler-Distributors
BS414000,QC,NS,1,0.00%, Personal and Household Goods Wholesaler-Distributors
BS415000,QC,NS,1.283229663,28.32%, Personal and Household Goods Wholesaler-Distributors
BS416000,QC,NS,1.065977399,6.60%, Motor Vehicle and Parts Wholesaler-Distributors
BS417000,QC,NS,1.321587199,32.16%," Machinery, Equipment and Supplies Wholesaler-Distributors"
BS418000,QC,NS,1.068097018,6.81%, Miscellaneous Wholesaler-Distributors
BS419000,QC,NS,1.119795491,11.98%," Wholesale electronic markets, and agents and brokers"
BS441000,QC,NS,2.221228081,122.12%," Wholesale electronic markets, and agents and brokers"
BS442000,QC,NS,2.445588495,144.56%," Wholesale electronic markets, and agents and brokers"
BS443000,QC,NS,2.129529079,112.95%, Electronics and Appliance Stores
BS444000,QC,NS,2.501748384,150.17%, Electronics and Appliance Stores
BS445000,QC,NS,2.59630486,159.63%, Building material and garden equipment and supplies dealers
BS446000,QC,NS,2.421436047,142.14%, Health and Personal Care Stores
BS447000,QC,NS,2.078240492,107.82%, Health and Personal Care Stores
BS448000,QC,NS,1.915369541,91.54%, Gasoline Stations
BS451000,QC,NS,2.187297389,118.73%," Sporting goods, hobby, book and music stores"
BS452000,QC,NS,2.132238371,113.22%, General Merchandise Stores
BS453A00,QC,NS,2.70394692,170.39%, Miscellaneous store retailers
BS454000,QC,NS,2.617552078,161.76%, Miscellaneous store retailers
BS481000,QC,NS,1.314891804,31.49%, Non-Store Retailers
BS482000,QC,NS,1.648939988,64.89%, Rail Transportation
BS483000,QC,NS,1,0.00%, Water Transportation
BS484000,QC,NS,1.247952268,24.80%, Truck Transportation
BS485100,QC,NS,2.165767716,116.58%, Truck Transportation
BS48A000,QC,NS,2.187920965,118.79%, Urban Transit Systems
BS485300,QC,NS,1.233911456,23.39%, Urban Transit Systems
BS486A00,QC,NS,1.274065077,27.41%, Urban Transit Systems
BS486200,QC,NS,2.028216775,102.82%, Urban Transit Systems
BS488000,QC,NS,1.279419434,27.94%, Urban Transit Systems
BS491000,QC,NS,1.014445807,1.44%, Pipeline Transportation of Natural Gas
BS492000,QC,NS,1.793201422,79.32%, Couriers and Messengers
BS493000,QC,NS,1.011865313,1.19%, Warehousing and Storage
BS511110,QC,NS,1.028021956,2.80%, Information and Cultural Industries
BS5111A0,QC,NS,1.149379069,14.94%, Information and Cultural Industries
BS511200,QC,NS,1.178034276,17.80%, Information and Cultural Industries
BS5121A0,QC,NS,2.734497394,173.45%, Motion Picture and Sound Recording Industries
BS512130,QC,NS,1.691092875,69.11%, Motion Picture and Sound Recording Industries
BS512200,QC,NS,1.8558996,85.59%, Motion Picture and Video Exhibition
BS515100,QC,NS,1.695822205,69.58%, Radio and Television Broadcasting
BS515200,QC,NS,1.302520797,30.25%, Software Publishers
BS517000,QC,NS,2.26165908,126.17%, Pay and Specialty Television
BS518000,QC,NS,1.109213852,10.92%," Data Processing, Hosting, and Related Services"
BS519000,QC,NS,1.776702454,77.67%," Data Processing, Hosting, and Related Services"
BS521000,QC,NS,1,0.00%," Data Processing, Hosting, and Related Services"
BS5221A0,QC,NS,1.979973453,98.00%," Data Processing, Hosting, and Related Services"
BS522130,QC,NS,2.527702129,152.77%," Data Processing, Hosting, and Related Services"
BS522200,QC,NS,1.512313016,51.23%, Local Credit Unions
BS522300,QC,NS,1.026017745,2.60%, Local Credit Unions
BS52A000,QC,NS,1.27453656,27.45%, Insurance Carriers
BS524100,QC,NS,1.590598048,59.06%, Insurance Carriers
BS524200,QC,NS,1,0.00%, Insurance Carriers
BS531100,QC,NS,2.496460709,149.65%, Lessors of Real Estate
BS531A00,QC,NS,1.97218498,97.22%," Agencies, Brokerages and Other Insurance Related Activities"
BS5311A0,QC,NS,1,0.00%," Agencies, Brokerages and Other Insurance Related Activities"
BS532100,QC,NS,1.666275501,66.63%, Owner-Occupied Dwellings
BS532A00,QC,NS,1.256109654,25.61%, Owner-Occupied Dwellings
BS533000,QC,NS,1.959719384,95.97%, Owner-Occupied Dwellings
BS541100,QC,NS,1,0.00%," Professional, Scientific and Technical Services"
BS541200,QC,NS,1.390235483,39.02%," Accounting, Tax Preparation, Bookkeeping and Payroll Services"
BS541300,QC,NS,1.712626615,71.26%," Architectural, Engineering and Related Services"
BS541400,QC,NS,1.349433437,34.94%," Architectural, Engineering and Related Services"
BS541500,QC,NS,1.236670545,23.67%, Specialized Design Services
BS541600,QC,NS,1.423095491,42.31%, Specialized Design Services
BS541700,QC,NS,1.509612602,50.96%," Management, Scientific and Technical Consulting Services"
BS541800,QC,NS,1.968750635,96.88%," Advertising, Public Relations and Related Services"
BS541900,QC,NS,1.312420041,31.24%," Advertising, Public Relations, and Related Services"
BS551113,QC,NS,1.216524563,21.65%," Advertising, Public Relations, and Related Services"
BS561100,QC,NS,1.19007765,19.01%, Office administrative Services
BS561A00,QC,NS,1.69885002,69.89%, Services to Buildings and Dwellings
BS561300,QC,NS,1.221586636,22.16%, Office administrative Services
BS561400,QC,NS,1.944899086,94.49%, Business Support Services
BS561500,QC,NS,1.356679953,35.67%, Business Support Services
BS561600,QC,NS,1.577860098,57.79%, Travel Arrangement and Reservation Services
BS561700,QC,NS,4.561131905,356.11%, Investigation and Security Services
