IndustryCode,Origin,Dest,tau_nodist,TEC,Desc
BS336330,QC,AB,1,0.00%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336340,QC,AB,1,0.00%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336350,QC,AB,1,0.00%, Motor Vehicle Brake System Manufacturing
BS336360,QC,AB,1.008786036,0.88%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336370,QC,AB,1,0.00%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336390,QC,AB,1,0.00%, Motor vehicle metal stamping
BS336400,QC,AB,1,0.00%, Aerospace Product and Parts Manufacturing
BS336500,QC,AB,1,0.00%, Railroad Rolling Stock Manufacturing
BS336600,QC,AB,1,0.00%, Ship and Boat Building
BS336900,QC,AB,1,0.00%, Other Transportation Equipment Manufacturing
BS337100,QC,AB,1,0.00%, Furniture and Related Product Manufacturing
BS337200,QC,AB,1,0.00%, Household and Institutional Furniture and Kitchen Cabinet Manufacturing
BS337900,QC,AB,1,0.00%, Office Furniture (including Fixtures) Manufacturing
BS339100,QC,AB,1,0.00%, Miscelleneous Manufacturing
BS339900,QC,AB,1,0.00%, Medical Equipment and Supplies Manufacturing
BS411000,QC,AB,1,0.00%, Farm Product Wholesaler-Distributors
BS412000,QC,AB,1,0.00%, Farm Product Wholesaler-Distributors
BS413000,QC,AB,1,0.00%, Petroleum Product Wholesaler-Distributors
BS414000,QC,AB,1,0.00%, Personal and Household Goods Wholesaler-Distributors
BS415000,QC,AB,1,0.00%, Personal and Household Goods Wholesaler-Distributors
BS416000,QC,AB,1,0.00%, Motor Vehicle and Parts Wholesaler-Distributors
BS417000,QC,AB,1,0.00%," Machinery, Equipment and Supplies Wholesaler-Distributors"
BS418000,QC,AB,1,0.00%, Miscellaneous Wholesaler-Distributors
BS419000,QC,AB,1,0.00%," Wholesale electronic markets, and agents and brokers"
BS441000,QC,AB,1.592118704,59.21%," Wholesale electronic markets, and agents and brokers"
BS442000,QC,AB,1.865325214,86.53%," Wholesale electronic markets, and agents and brokers"
BS443000,QC,AB,1.359709188,35.97%, Electronics and Appliance Stores
BS444000,QC,AB,1.874028867,87.40%, Electronics and Appliance Stores
BS445000,QC,AB,1.886600107,88.66%, Building material and garden equipment and supplies dealers
BS446000,QC,AB,1.903416304,90.34%, Health and Personal Care Stores
BS447000,QC,AB,1.580818131,58.08%, Health and Personal Care Stores
BS448000,QC,AB,1.460923415,46.09%, Gasoline Stations
BS451000,QC,AB,1.727241762,72.72%," Sporting goods, hobby, book and music stores"
BS452000,QC,AB,1.569129666,56.91%, General Merchandise Stores
BS453A00,QC,AB,2.004136089,100.41%, Miscellaneous store retailers
BS454000,QC,AB,2.067353278,106.74%, Miscellaneous store retailers
BS481000,QC,AB,1.200754652,20.08%, Non-Store Retailers
BS482000,QC,AB,1.019498794,1.95%, Rail Transportation
BS483000,QC,AB,1,0.00%, Water Transportation
BS484000,QC,AB,1,0.00%, Truck Transportation
BS485100,QC,AB,1.651563783,65.16%, Truck Transportation
BS48A000,QC,AB,1.454294596,45.43%, Urban Transit Systems
BS485300,QC,AB,1,0.00%, Urban Transit Systems
BS486A00,QC,AB,1,0.00%, Urban Transit Systems
BS486200,QC,AB,1.360424732,36.04%, Urban Transit Systems
BS488000,QC,AB,1,0.00%, Urban Transit Systems
BS491000,QC,AB,1,0.00%, Pipeline Transportation of Natural Gas
BS492000,QC,AB,1.122151928,12.22%, Couriers and Messengers
BS493000,QC,AB,1,0.00%, Warehousing and Storage
BS511110,QC,AB,1,0.00%, Information and Cultural Industries
BS5111A0,QC,AB,1,0.00%, Information and Cultural Industries
BS511200,QC,AB,1,0.00%, Information and Cultural Industries
BS5121A0,QC,AB,1.252871016,25.29%, Motion Picture and Sound Recording Industries
BS512130,QC,AB,1.149718455,14.97%, Motion Picture and Sound Recording Industries
BS512200,QC,AB,1,0.00%, Motion Picture and Video Exhibition
BS515100,QC,AB,1.301102846,30.11%, Radio and Television Broadcasting
BS515200,QC,AB,1,0.00%, Software Publishers
BS517000,QC,AB,1.998753103,99.88%, Pay and Specialty Television
BS518000,QC,AB,1,0.00%," Data Processing, Hosting, and Related Services"
BS519000,QC,AB,1.115702003,11.57%," Data Processing, Hosting, and Related Services"
BS521000,QC,AB,1,0.00%," Data Processing, Hosting, and Related Services"
BS5221A0,QC,AB,1.587794865,58.78%," Data Processing, Hosting, and Related Services"
BS522130,QC,AB,1.864764956,86.48%," Data Processing, Hosting, and Related Services"
BS522200,QC,AB,1.109854577,10.99%, Local Credit Unions
BS522300,QC,AB,1.293014938,29.30%, Local Credit Unions
BS52A000,QC,AB,1.078192239,7.82%, Insurance Carriers
BS524100,QC,AB,1.18252984,18.25%, Insurance Carriers
BS524200,QC,AB,1,0.00%, Insurance Carriers
BS531100,QC,AB,1.88213637,88.21%, Lessors of Real Estate
BS531A00,QC,AB,1.250925415,25.09%," Agencies, Brokerages and Other Insurance Related Activities"
BS5311A0,QC,AB,1,0.00%," Agencies, Brokerages and Other Insurance Related Activities"
BS532100,QC,AB,1.283888859,28.39%, Owner-Occupied Dwellings
BS532A00,QC,AB,1.07766289,7.77%, Owner-Occupied Dwellings
BS533000,QC,AB,1.568118013,56.81%, Owner-Occupied Dwellings
BS541100,QC,AB,1,0.00%," Professional, Scientific and Technical Services"
BS541200,QC,AB,1,0.00%," Accounting, Tax Preparation, Bookkeeping and Payroll Services"
BS541300,QC,AB,1,0.00%," Architectural, Engineering and Related Services"
BS541400,QC,AB,1.278932136,27.89%," Architectural, Engineering and Related Services"
BS541500,QC,AB,1,0.00%, Specialized Design Services
BS541600,QC,AB,1.123129823,12.31%, Specialized Design Services
BS541700,QC,AB,1.283298906,28.33%," Management, Scientific and Technical Consulting Services"
BS541800,QC,AB,1,0.00%," Advertising, Public Relations and Related Services"
BS541900,QC,AB,1.399083236,39.91%," Advertising, Public Relations, and Related Services"
BS551113,QC,AB,1.070646134,7.06%," Advertising, Public Relations, and Related Services"
BS561100,QC,AB,1,0.00%, Office administrative Services
BS561A00,QC,AB,1.207454281,20.75%, Services to Buildings and Dwellings
BS561300,QC,AB,1,0.00%, Office administrative Services
BS561400,QC,AB,1,0.00%, Business Support Services
BS561500,QC,AB,1,0.00%, Business Support Services
BS561600,QC,AB,1.040061972,4.01%, Travel Arrangement and Reservation Services
BS561700,QC,AB,1,0.00%, Investigation and Security Services
BS562000,QC,AB,1.463379459,46.34%, Waste Management and Remediation Services
BS610000,QC,AB,1,0.00%, Educational Services
BS621100,QC,AB,9.907163385,890.72%, Offices of Physicians
BS621200,QC,AB,1.586581936,58.66%, Offices of Dentists
BS621A00,QC,AB,2.216651246,121.67%, Offices of Dentists
BS623000,QC,AB,2.550386879,155.04%, Miscellaneous Ambulatory Health Care Services
BS624000,QC,AB,1,0.00%, Nursing and Residential Care Facilities
BS71A000,QC,AB,1,0.00%, Gambling Industries
BS713A00,QC,AB,1.264792797,26.48%," Arts, Entertainment and Recreation"
BS713200,QC,AB,1.355591251,35.56%," Arts, Entertainment and Recreation"
BS721100,QC,AB,1.168097833,16.81%, Traveller Accommodation
BS721A00,QC,AB,1.270660985,27.07%, Traveller Accommodation
BS722000,QC,AB,1.431547476,43.15%," RV (Recreational Vehicle) Parks, Recreational Camps, and Rooming and Boarding Houses"
BS811100,QC,AB,1.784490299,78.45%, Repair and maintenance
BS811A00,QC,AB,1.171506285,17.15%, Automotive Repair and Maintenance
BS812A00,QC,AB,1.693400559,69.34%, Repair and Maintenance (except Automotive)
BS812200,QC,AB,3.067582925,206.76%, Repair and Maintenance (except Automotive)
BS812300,QC,AB,1.387491252,38.75%, Repair and Maintenance (except Automotive)
BS813000,QC,AB,1.268758506,26.88%, Dry Cleaning and Laundry Services
BS814000,QC,AB,1,0.00%, Professional and Similar Organizations
NP610000,QC,AB,2.779507308,177.95%, Non-Profit Education Services
NP621000,QC,AB,2.494291414,149.43%, Educational Services
NP624000,QC,AB,2.978390611,197.84%, Social Assistance
NP710000,QC,AB,1.187835449,18.78%," Arts, Entertainment and Recreation"
NP813100,QC,AB,1.968917234,96.89%, Religious Organizations
NP813A00,QC,AB,2.035351915,103.54%, Religious Organizations
NP999999,QC,AB,1.674284659,67.43%, Religious Organizations
GS611100,QC,AB,4.777162503,377.72%, Government Education Services
GS611200,QC,AB,1.36469243,36.47%, Elementary and Secondary Schools
GS611300,QC,AB,1.517857222,51.79%, Community Colleges and C.E.G.E.P.s
GS611A00,QC,AB,1,0.00%, Community Colleges and C.E.G.E.P.s
GS622000,QC,AB,2.160944088,116.09%, Hospitals
GS623000,QC,AB,3.649262975,264.93%, Nursing and Residential Care Facilities
GS911100,QC,AB,3.930645704,293.06%, Defence Services
GS911A00,QC,AB,1.339027047,33.90%, Other federal government services (except defence)
GS912000,QC,AB,1.870096405,87.01%, Other Provincial and Territorial Government Services
GS913000,QC,AB,1.866495595,86.65%, Other Municipal Government Services
GS914000,QC,AB,4.197712659,319.77%, Other Aboriginal Government Services
BS111A00,NB,AB,1.08434414,8.43%,#N/A
BS1114A0,NB,AB,1.175779652,17.58%,#N/A
BS112A00,NB,AB,1,0.00%, Animal Production
BS112500,NB,AB,1.146525901,14.65%, Animal Production
BS113000,NB,AB,1,0.00%, Forestry and Logging
BS114000,NB,AB,1,0.00%," Fishing, Hunting and Trapping"
BS115A00,NB,AB,1,0.00%, Support Activities for Forestry
BS115300,NB,AB,1.979517057,97.95%, Support Activities for Forestry
BS211110,NB,AB,1,0.00%, Oil and Gas Extraction
BS211140,NB,AB,1,0.00%, Non-Conventional Oil Extraction
BS212100,NB,AB,1.249678857,24.97%, Coal Mining
BS212210,NB,AB,1.059584005,5.96%, Iron Ore Mining
BS212220,NB,AB,1.03376827,3.38%, Iron Ore Mining
BS212230,NB,AB,1.016790402,1.68%, Gold and Silver Ore Mining
BS212290,NB,AB,1.063847535,6.38%," Copper, Nickel, Lead and Zinc Ore Mining"
BS212310,NB,AB,1.009647606,0.96%, Stone Mining and Quarrying
BS212320,NB,AB,1.159219902,15.92%," Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying"
BS212392,NB,AB,1.272217437,27.22%, Diamond Mining
BS21239A,NB,AB,1,0.00%, Other Non-Metallic Mineral Mining and Quarrying (except diamond and potash)
BS212396,NB,AB,1.066732614,6.67%, Diamond Mining
BS21311A,NB,AB,1.121110582,12.11%, Support Activities for Oil and Gas Extraction
BS21311B,NB,AB,1,0.00%, Support Activities for Oil and Gas Extraction
BS221100,NB,AB,1.297600524,29.76%," Electric Power Generation, Transmission and Distribution"
BS221200,NB,AB,2.761160567,176.12%," Electric Power Generation, Transmission and Distribution"
BS221300,NB,AB,1,0.00%, Natural Gas Distribution
BS23A000,NB,AB,1,0.00%, Residential Building Construction
BS23B000,NB,AB,1,0.00%, Non-Residential Building Construction
BS23C100,NB,AB,1,0.00%, Transportation Engineering Construction
BS23C200,NB,AB,1,0.00%, Oil and Gas Engineering Construction
BS23C300,NB,AB,1,0.00%, Electric Power Engineering Construction
BS23C400,NB,AB,1,0.00%, Communication Engineering Construction
BS23C500,NB,AB,1,0.00%, Other Engineering Construction
BS23D000,NB,AB,1,0.00%, Repair Construction
BS23E000,NB,AB,1.101513852,10.15%, Other Activities of the Construction Industry
BS311100,NB,AB,1,0.00%, Animal Food Manufacturing
BS311200,NB,AB,1,0.00%, Animal Food Manufacturing
BS311300,NB,AB,1,0.00%, Sugar and Confectionery Product Manufacturing
BS311400,NB,AB,1,0.00%, Fruit and Vegetable Preserving and Specialty Food Manufacturing
BS311500,NB,AB,1,0.00%, Dairy Product Manufacturing
BS311600,NB,AB,1,0.00%, Meat Product Manufacturing
BS311700,NB,AB,1,0.00%, Grain and Oilseed Milling
BS311800,NB,AB,1,0.00%, Grain and Oilseed Milling
BS311900,NB,AB,1,0.00%, Bakeries and Tortilla Manufacturing
BS312110,NB,AB,1,0.00%, Soft Drink and Ice Manufacturing
BS312120,NB,AB,1,0.00%, Breweries
BS3121A0,NB,AB,1,0.00%, Wineries and Distilleries
BS312200,NB,AB,1.702885331,70.29%, Tobacco Manufacturing
BS31A000,NB,AB,1,0.00%, Textile and Textile Product Mills
BS31B000,NB,AB,1,0.00%, Clothing and Leather and Allied Product Manufacturing
BS321100,NB,AB,1,0.00%, Sawmills and Wood Preservation
BS321200,NB,AB,1,0.00%," Veneer, Plywood and Engineered Wood Product Manufacturing"
BS321900,NB,AB,1,0.00%, Other Wood Product Manufacturing
BS322100,NB,AB,1,0.00%," Pulp, Paper and Paperboard Mills"
BS322200,NB,AB,1,0.00%, Converted Paper Product Manufacturing
BS323000,NB,AB,1,0.00%, Printing and Related Support Activities
BS324110,NB,AB,1,0.00%, Petroleum Refineries
BS3241A0,NB,AB,1,0.00%, Petroleum Refineries
BS325100,NB,AB,1,0.00%, Basic Chemical Manufacturing
BS325200,NB,AB,1,0.00%," Resin, Synthetic Rubber, and Artificial and Synthetic Fibres and Filaments Manufacturing"
BS325300,NB,AB,1,0.00%," Pesticides, Fertilizer and Other Agricultural Chemical Manufacturing"
BS325400,NB,AB,1,0.00%, Pharmaceutical and Medicine Manufacturing
BS325500,NB,AB,1,0.00%, Pharmaceutical and Medicine Manufacturing
BS325600,NB,AB,1,0.00%," Soap, Cleaning Compound and Toilet Preparation Manufacturing"
BS325900,NB,AB,1,0.00%, Other Chemical Product Manufacturing
BS326100,NB,AB,1,0.00%, Plastic Product Manufacturing
BS326200,NB,AB,1,0.00%, Rubber Product Manufacturing
BS327A00,NB,AB,1,0.00%, Non-Metallic Mineral Product Manufacturing (except Cement and Concrete Products)
BS327300,NB,AB,1,0.00%, Rubber Product Manufacturing
BS331100,NB,AB,1,0.00%, Primary Metal Manufacturing
BS331200,NB,AB,1,0.00%, Iron and Steel Mills and Ferro-Alloy Manufacturing
BS331300,NB,AB,1,0.00%, Steel Product Manufacturing from Purchased Steel
BS331400,NB,AB,1,0.00%, Alumina and Aluminum Production and Processing
BS331500,NB,AB,1.218948583,21.89%, Non-Ferrous Metal (except Aluminum) Production and Processing
BS332100,NB,AB,1,0.00%, Fabricated Metal Product Manufacturing
BS332A00,NB,AB,1,0.00%," Coating, Engraving, Heat Treating and Allied Activities"
BS332300,NB,AB,1,0.00%, Forging and Stamping
BS332400,NB,AB,1,0.00%, Architectural and Structural Metals Manufacturing
BS332500,NB,AB,1,0.00%, Hardware Manufacturing
BS332600,NB,AB,1.007828097,0.78%, Spring and Wire Product Manufacturing
BS332700,NB,AB,1,0.00%," Machine shops, turned product, and screw, nut and bolt manufacturing"
BS332800,NB,AB,1,0.00%," Coating, Engraving, Heat Treating and Allied Activities"
BS333100,NB,AB,1,0.00%," Agricultural, construction and mining machinery manufacturing"
BS333200,NB,AB,1,0.00%, Industrial Machinery Manufacturing
BS333300,NB,AB,1,0.00%, Industrial Machinery Manufacturing
BS333400,NB,AB,1,0.00%, Commercial and Service Industry Machinery Manufacturing
BS333500,NB,AB,1,0.00%," Ventilation, Heating, Air-Conditioning and Commercial Refrigeration Equipment Manufacturing"
BS333600,NB,AB,1,0.00%, Metalworking Machinery Manufacturing
BS333900,NB,AB,1,0.00%," Engine, Turbine and Power Transmission Equipment Manufacturing"
BS334100,NB,AB,1.042994232,4.30%, Computer and Peripheral Equipment Manufacturing
BS334200,NB,AB,1,0.00%, Communications Equipment Manufacturing
BS334A00,NB,AB,1.084004421,8.40%, Semiconductor and Other Electronic Component Manufacturing
BS334400,NB,AB,1.336619136,33.66%, Semiconductor and Other Electronic Component Manufacturing
BS335100,NB,AB,1,0.00%, Semiconductor and Other Electronic Component Manufacturing
BS335200,NB,AB,1,0.00%, Electric Lighting Equipment Manufacturing
BS335300,NB,AB,1,0.00%, Electrical Equipment Manufacturing
BS335900,NB,AB,1,0.00%, Household Appliance Manufacturing
BS336110,NB,AB,1.154557203,15.46%, Automobile and Light-Duty Motor Vehicle Manufacturing
BS336120,NB,AB,1,0.00%, Heavy-Duty Truck Manufacturing
BS336200,NB,AB,1,0.00%, Motor Vehicle Body and Trailer Manufacturing
BS336310,NB,AB,1,0.00%, Motor Vehicle Parts Manufacturing
BS336320,NB,AB,1,0.00%, Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
BS336330,NB,AB,1.204632465,20.46%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336340,NB,AB,1,0.00%, Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
BS336350,NB,AB,1,0.00%, Motor Vehicle Brake System Manufacturing
BS336360,NB,AB,1,0.00%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336370,NB,AB,1,0.00%, Motor Vehicle Seating and Interior Trim Manufacturing
BS336390,NB,AB,1,0.00%, Motor vehicle metal stamping
BS336400,NB,AB,1,0.00%, Aerospace Product and Parts Manufacturing
BS336500,NB,AB,1,0.00%, Railroad Rolling Stock Manufacturing
BS336600,NB,AB,1,0.00%, Ship and Boat Building
BS336900,NB,AB,1,0.00%, Other Transportation Equipment Manufacturing
BS337100,NB,AB,1,0.00%, Furniture and Related Product Manufacturing
BS337200,NB,AB,1,0.00%, Household and Institutional Furniture and Kitchen Cabinet Manufacturing
BS337900,NB,AB,1,0.00%, Office Furniture (including Fixtures) Manufacturing
BS339100,NB,AB,1,0.00%, Miscelleneous Manufacturing
BS339900,NB,AB,1,0.00%, Medical Equipment and Supplies Manufacturing
BS411000,NB,AB,1,0.00%, Farm Product Wholesaler-Distributors
BS412000,NB,AB,1,0.00%, Farm Product Wholesaler-Distributors
BS413000,NB,AB,1,0.00%, Petroleum Product Wholesaler-Distributors
BS414000,NB,AB,1,0.00%, Personal and Household Goods Wholesaler-Distributors
BS415000,NB,AB,1,0.00%, Personal and Household Goods Wholesaler-Distributors
BS416000,NB,AB,1,0.00%, Motor Vehicle and Parts Wholesaler-Distributors
BS417000,NB,AB,1,0.00%," Machinery, Equipment and Supplies Wholesaler-Distributors"
BS418000,NB,AB,1,0.00%, Miscellaneous Wholesaler-Distributors
BS419000,NB,AB,1,0.00%," Wholesale electronic markets, and agents and brokers"
BS441000,NB,AB,1.286605118,28.66%," Wholesale electronic markets, and agents and brokers"
BS442000,NB,AB,1.660890615,66.09%," Wholesale electronic markets, and agents and brokers"
BS443000,NB,AB,1.109779888,10.98%, Electronics and Appliance Stores
BS444000,NB,AB,1.883313267,88.33%, Electronics and Appliance Stores
BS445000,NB,AB,1.864643744,86.46%, Building material and garden equipment and supplies dealers
BS446000,NB,AB,1.854810845,85.48%, Health and Personal Care Stores
BS447000,NB,AB,1.735787396,73.58%, Health and Personal Care Stores
BS448000,NB,AB,1.445023782,44.50%, Gasoline Stations
BS451000,NB,AB,1.532401553,53.24%," Sporting goods, hobby, book and music stores"
BS452000,NB,AB,1.718866505,71.89%, General Merchandise Stores
BS453A00,NB,AB,1.820923561,82.09%, Miscellaneous store retailers
BS454000,NB,AB,2.140310962,114.03%, Miscellaneous store retailers
BS481000,NB,AB,1.318173191,31.82%, Non-Store Retailers
BS482000,NB,AB,1.071123476,7.11%, Rail Transportation
BS483000,NB,AB,1,0.00%, Water Transportation
BS484000,NB,AB,1.24974101,24.97%, Truck Transportation
BS485100,NB,AB,1.427082018,42.71%, Truck Transportation
BS48A000,NB,AB,1.224340605,22.43%, Urban Transit Systems
BS485300,NB,AB,1,0.00%, Urban Transit Systems
BS486A00,NB,AB,1.360418941,36.04%, Urban Transit Systems
BS486200,NB,AB,2.135005197,113.50%, Urban Transit Systems
BS488000,NB,AB,1.240863392,24.09%, Urban Transit Systems
BS491000,NB,AB,1.079672883,7.97%, Pipeline Transportation of Natural Gas
BS492000,NB,AB,1.180997523,18.10%, Couriers and Messengers
BS493000,NB,AB,1,0.00%, Warehousing and Storage
BS511110,NB,AB,1,0.00%, Information and Cultural Industries
BS5111A0,NB,AB,1,0.00%, Information and Cultural Industries
BS511200,NB,AB,1.032197392,3.22%, Information and Cultural Industries
BS5121A0,NB,AB,1.007282194,0.73%, Motion Picture and Sound Recording Industries
BS512130,NB,AB,1.214559373,21.46%, Motion Picture and Sound Recording Industries
BS512200,NB,AB,1.593398903,59.34%, Motion Picture and Video Exhibition
BS515100,NB,AB,1.980578614,98.06%, Radio and Television Broadcasting
